17:55:33_8_22_2011	Channel 1	0.3200150	0.3200150	0.0000000	0	-nan	NO	0.0000000	-44.4205475	1	0	65.6783130
17:55:40_8_22_2011	Channel 1	0.8319310	1.1519460	0.0000000	0	100.0000000	NO	29.7729149	-42.8457870	2	0	72.2062950
17:55:54_8_22_2011	Channel 2	0.6719860	0.6719860	0.0000000	0	36.8427112	NO	0.0000000	-18.5497150	1	0	86.6062950
17:56:14_8_22_2011	Channel 1	0.7717240	1.9236700	0.0000000	0	74.1111303	YES	23.1053391	-42.2794685	3	0	106.1583160
17:56:16_8_22_2011	Channel 1	0.6720460	2.5957160	0.0000000	0	79.4355177	YES	23.1283932	-38.6245804	4	0	108.5903950
17:56:19_8_22_2011	Channel 3	3.0718870	3.0718870	3.0718870	0	48.4556175	YES	0.0000000	-25.7071514	1	0	112.0143240
17:56:23_8_22_2011	Channel 2	1.0240110	1.6959970	1.0240110	0	23.0321718	NO	28.2051849	-41.6127319	2	0	115.5023350
17:56:24_8_22_2011	Channel 3	0.6079750	3.6798620	3.0718870	0	46.1622954	YES	22.5241032	-32.8769722	2	0	116.7822490
17:56:25_8_22_2011	Channel 1	0.6401100	3.2358260	0.0000000	1	37.5748300	NO	23.8733006	-44.3078728	4	0	117.2944760
17:56:27_8_22_2011	Channel 1	0.4799750	3.7158010	0.0000000	1	40.8704351	NO	24.1026535	-43.5364265	5	0	119.3104090
17:56:29_8_22_2011	Channel 2	0.7039960	2.3999930	1.0240110	0	24.5005847	NO	27.0594101	-30.6607170	3	0	121.1663310
17:56:35_8_22_2011	Channel 3	0.4799860	4.1598480	3.0718870	0	40.4826093	NO	22.1660500	-46.3216209	3	0	127.9183040
17:56:39_8_22_2011	Channel 1	0.5759880	4.2917890	0.0000000	1	39.5497174	NO	23.6608944	-48.6168442	6	0	131.5664190
17:56:41_8_22_2011	Channel 1	0.7039980	4.9957870	0.0000000	1	43.2325011	NO	22.0161991	-37.6346855	7	0	133.7744120
17:56:44_8_22_2011	Channel 1	1.0559630	6.0517500	1.0559630	1	47.9856189	YES	21.0463505	-34.4084663	8	0	136.8143740
17:56:46_8_22_2011	Channel 1	0.5440420	6.5957920	1.0559630	1	50.1366373	YES	20.7293415	-43.9736023	9	0	138.2224290
